Entity,Code,Year,Oil
United States,USA,1980,5584.649
United States,USA,1981,5568.406
United States,USA,1982,5590.811
United States,USA,1983,5616.8555
United States,USA,1984,5770.069
United States,USA,1985,5799.941
United States,USA,1986,5609.4917
United States,USA,1987,5434.2373
United States,USA,1988,5338.8906
United States,USA,1989,4989.655
United States,USA,1990,4845.259
United States,USA,1991,4918.2886
United States,USA,1992,4803.5605
United States,USA,1993,4617.1855
United States,USA,1994,4506.6177
United States,USA,1995,4460.73
United States,USA,1996,4443.334
United States,USA,1997,4418.8193
United States,USA,1998,4281.3467
United States,USA,1999,4101.04
United States,USA,2000,4042.3733
United States,USA,2001,4006.6648
United States,USA,2002,3976.3623
United States,USA,2003,3867.6333
United States,USA,2004,3783.905
United States,USA,2005,3593.5337
United States,USA,2006,3541.373
United States,USA,2007,3546.8767
United States,USA,2008,3514.8438
United States,USA,2009,3751.6802
United States,USA,2010,3874.478
United States,USA,2011,4028.8867
United States,USA,2012,4597.0796
United States,USA,2013,5216.947
United States,USA,2014,6095.6357
United States,USA,2015,6590.3604
United States,USA,2016,6313.63
United States,USA,2017,6678.759
United States,USA,2018,7792.1
United States,USA,2019,8735.463
United States,USA,2020,8298.5
United States,USA,2021,8349.484
United States,USA,2022,8910.351
United States,USA,2023,9647.618
United States,USA,2024,9977.384
